# Almanac flavor EN<TAB>RU. Keep keyNNN. Newlines as \n.
Lord of the key000, all before him tremble. Spends his time plotting key001 in the bowels of the earth. He may look like he's standing there doing nothing, but actually he's pretty important, so it would be quite bothersome if he were to be captured by the heroes. Not a morning personkey002 Having used up most of his power summoning the pickaxe-wielding God of Destruction, he barely has the strength to do anything except jabber incessantly.	Повелитель key000, все перед ним трясутся. Сидит в кишках земли и куёт key001. С виду лодырь, но важный — героям его лучше не хапать. Не жаворонокkey002 Силы почти все ушли на призыв Бога Разрушения с киркой, так что только и может что трепаться без умолку.
Daughter of Overlord Badman, all before her tremble with laughter. Her dream is to be crowned Miss Underworld, but she needs to brush up on her stern looks, her winning cackle and her plan for world domination first.	Дочь Повелителя Бэдмена, все перед ней трясутся от хохота. Мечта — корона Мисс Нижний мир, но сначала бы подтянуть грозный вид, победный гогот и план захвата мира.
The key007 primary consumers of the Underworld. Low in intelligence, they move until they bump into a wall. Their battle skills are extremely key008. Known as the "nutrient delivery boys of the dungeon", all subterranean life is dependent on them. There is a saying that "he who mastereth the moss mastereth the dungeon", and managing how these creatures distribute nutrients is what separates the Gods of Destruction from the Gods of Accidental Breakage.	key007 едоки Нижнего мира. Ума мало, ползут, пока не стукнутся о стену. В бою крайне key008. «Мальчики по доставке пищи» — вся подземная жизнь на них. «Кто мхом владеет, тот данжем владеет»: как они таскают пищу — вот грань между Богами Разрушения и Богами Случайного Лома.
An invasive species of Slimemoss that has been cropping up all over the Underworld. Extremely fertile and territorial. key013 is becoming a popular pastime, leading to the overstocking of dungeons with such high-value species as the American Slimemoss, or key014, as it's fondly known. This has upset the balance of many Underworld ecosystems, but is welcomed by Badman nonetheless, as it gives a nice key015.	Захватчик-слизьмох, лезет по всему Нижнему миру. Плодовит и злобно территориален. key013 вошло в моду, данжи забивают «элитным» янки-слизьмохом, он же key014. Экосистемам крышка, Бэдмену пофиг: есть приятный key015.
A species of Slimemoss that inhabits the frozen permafrosts of the north. Despite their appearance, their body temperature is surprisingly warm, and they have been used as hot water bottles by local Lizardmen since days of yore.	Слизьмох вечной мерзлоты севера. На вид ледышка, внутри тепло — ящеры с древности юзают их как грелки.
The result of a top-secret genetic experiment. Strongest of all mosses, they regularly triumph in the Slimemoss category of the key024 competition, held every year on the 7th of May (tickets now on sale through the usual outlets). The festive air of last year's event was dampened somewhat when the winning Slimemando was unceremoniously devoured by the Best in Class award winner in the Omnom category.	Секретный генный опыт. Сильнейший мох, вечно берёт категорию слизьмоха на key024 (каждый год 7 мая, билеты как всегда в кассах). В прошлом году праздник подпортили: победителя-слиземандо сожрал чемпион класса омном.
Being a moss is tough, but of all the mosses, the most thankless, harsh and key029 existence is that of the Captain Slimemoss. In spite of their name, they have no leadership skills whatsoever. Which isn't to say they're useless - they acquit themselves admirably in battle. Squishing them to see their purple guts come out is a favorite with naughty schoolchildren.	Мохом быть тяжко, но самый бездарный, жёсткий и key029 удел — капитан-слизь. Имени вопреки, командовать не умеет. Но в бою не пустышка. Давить их, чтоб фиолетовые кишки полезли, — любимый спорт дворовых пацанов.
These Slimemoss princesses are regularly voted number 1 in Dungeonist magazine's Top 100 Delicious Desserts poll. Their exquisite blend of melt-in-the-mouth texture with a sweet-and-sour flavor makes for a heavenly amuse-bouche. Care must be taken, however, as once bitten, it's easy to become trapped in the key030 of an all-consuming addiction.	Принцесс-слизьмохов вечно ставят на 1-е в топе «100 вкусных десертов» журнала Данжист. Тает во рту, кисло-сладко — небесная закуска. Но осторожно: укусил раз — и уже в key030 всепожирающей ломки.
Well-nourished Slimemosses undergo a miraculous metamorphosis into Slimeblossoms. They can absorb nutrients from soil up to 3 key035 away, and produce spectacular yellow flowers. When the flowers wither and die, they produce Slimemosses equal to the amount of nutrients absorbed. Such is the mysterious cycle of life... Can shoot non-descript key036 at predators, but to little effect.	Сытый слизьмох чудом становится слизьцветом. Сосёт пищу из почвы на 3 key035 и выдаёт жёлтые цветы. Цветы вянут — и сыплются слизьмохи по объёму съеденной пищи. Загадочный цикл жизни... Могут плюнуть невнятными key036 в хищника, толку мало.
Uses the incredible key041 common to fauna from its native key042 to absorb nutrients and breed with astonishing speed. The stickiness and attack power of its key043 are slightly increased, making it a little more battle-ready than other organisms of its kind.	Юзает дикий key041 фауны с родной key042: жрёт пищу и плодится с ума сойти какой скоростью. Липкость и удар key043 чуть выше — в бою чуть злее родичей.
The garish colors of these flowers (scientific name blumus flyingsaucerus) make them highly prized by the Underworld's key048, who often use them to add an eye-watering flourish to a sinister bouquet. However, in time they wilt, producing copious amounts of Slimemoss, which makes tidying up after the Hellsea Flower Show a monumental chore.	Яркие цветы (научно blumus flyingsaucerus) нарасхват у key048 Нижнего мира: суют в зловещий букет, аж глаза режет. Потом вянут и сыплют слизьмохами — после Hellsea Flower Show уборка как кара.
These low-carb blooms have 60% key053 calories than other, fattier flowers, but the same great taste. They have been hailed by key054 the Underworld over as the key055 of the not-so-slim. Recent scare stories about genetically engineered moss derivatives are nothing more than a smear campaign by the Slimeblossom Marketing Council.	Низкоуглеводные цветы: на 60% key053 калорий, чем жирные сородичи, вкус тот же. key054 всего Нижнего мира величают их key055 не-таких-уж-тонких. Страшилки про ГМО-мох — просто чёрный пиар Совета по маркетингу слизьцвета.
Captain Slimeblossoms are awarded each year to the bravest soldiers in the Underworld army. Those able to bring one back from the battlefield frosted with the ice of a hero's blizzard attack are eligible to receive a special reward voucher from the Underworld's Department of Medals and Stuff. Unfortunately, the red tape involved in redeeming the voucher is so great that virtually all of them go unclaimed.	Капитан-цвет каждый год дают храбрейшим солдатам армии Нижнего мира. Кто притащит его с поля, обледеневшего от метели героя, может взять ваучер в Департаменте медалей и штук. Бюрократия такая, что ваучеры почти никто не обналичивает.
They may look cute, but beware - they spit out slimy goo when disturbed. The goo is pH neutral, and very good for the skin, but unfortunately it explodes on contact with sweat, so don't go smearing it all over yourself. The flowers themselves are extremely rare, and make great presents for loved ones. Just make sure you key060 them first.	Милые, но плюются слизью, если тронуть. Слизь pH-нейтральная, коже кайф, но взрывается от пота — на себя не мажь. Цветы редкие, подарок любимым огонь. Только сначала key060.
Paraslimemoss is a mutated form of regular Slimemoss that has adapted to produce a paralyzing toxin after extended exposure to predators.\nThose who attack a Paraslimemoss stand a chance of being afflicted by the paralysis key065, and being rooted to the spot.	Параслизьмох — мутант обычного слизьмоха: после долгих встреч с хищниками научился парализующему яду.\nКто бьёт параслизьмоха, рискует словить паралич-key065 и вмерзнуть в место.
The stats of key070 may be inferior to those of normal breeds, but if you can harness their ability to inflict key071, the pros far outweigh the cons. But beware - they also inflict key072 on predators, making it more difficult for creatures higher up the food chain to eat, which can have a negative effect on your dungeon's ecosystem.	Статы key070 слабее обычных пород, но если юзать их key071, плюсы бьют минусы. Осторожно: key072 ловят и хищники, верхам пищевой цепи жрать труднее — экосистеме данжа может прилететь.
Careless heroes keep appkey077ing them, expecting to be soothed with key078 because of their familiar appearance. Instead, they're most often met with a powerful paralyzing punch.	Беспечные герои вечно к ним appkey077аются, ждут key078 из-за знакомой морды. Вместо этого ловят мощный парализующий тычок.
Masters of advanced tactics, such as deliberately being eaten by omnoms in order to key083 their way into enemy territory. Supposedly, the ninjas of yesteryear often poisoned their victims with Parammando toxins, and many an assassination is said to have been carried out with the help of a carefully-placed batch of key084.	Мастера тактики: специально дают омномам себя сожрать, чтоб key083 в тыл врага. Говорят, ниндзя старины травили жертв ядом парамандо, и не одно убийство прошло с аккуратно подложенной пачкой key084.
Once upon a time, the Underworld was plunged into a dark age of war. Hordes of Slimemosses gathered under the banners of their clans, and marched as a unified Slimemoss nation with the Paralacaptains at their head. Their supporters nicknamed them "Purple Puddings" because of their friendly appearance, but those who have experienced the stunning effects of their potent numbing agent are not so quick to forget the heart-stopping implications of their true name.	Жил-был Нижний мир в тёмном веке войн. Орды слизьмохов встали под клановые знамёна и пошли единой нацией, во главе — паракапитаны. Фанаты звали их «фиолетовыми пудингами» за милую морду, но кто хлебнул их онемения, имя настоящее помнит — сердце до сих пор ёкает.
The flowers of the Paraslimemosses are identical in appearance to those of the common Slimemoss, but the key093 they fire contain a powerful paralyzing agent capable of immobilizing heroes. Unfortunately, their attack power and vitality are at the key094 end of the scale.	Цветы параслизьмоха как у обычного, но key093, что стреляют, несут паралич и стопорят героев. Увы, удар и живучесть — на key094 шкалы.
Before undergoing surgery in the Underworld, patients are forced to down a mug of Paraslimepetal juice as key099esthetic. It has a wide range of side effects, including schoolitis, cooties and man flu, but there are few alternatives, since Paraslimeblossom juice wears off too quickly, and Paralyacin Blossoms produce a juice so powerful that key100.	Перед операцией в Нижнем мире пациенту вливают кружку сока паралепестка как key099стезию. Побочки: школоз, вшивость и мужской грипп. Альтернатив мало: сок парацвета сходит слишком быстро, а парагиацин-цвет даёт сок такой силы, что key100.
Cases of amateur florists being found frozen after mistaking these for Hyacin Blossoms have increased alarmingly. To combat this trend, the key105 set up the Slimemossketeers, a group that teaches youngsters how to key106 paralysis-inducing flowers from other blooms. They meet every Sunday at their clubhouse, but the members are usually so busy putting together key107 parties that they get very little done.	Любителей-цветочников всё чаще находят льдинами: спутали с гиацин-цветом. key105 завёл Слизьмошкетёров — учат молодёжь key106 цветы-параличи от прочих. По воскресеньям в клубе, но обычно все заняты key107-вечеринками, так что толку чуть.
The forbidden flesh of the Parammando Flower is the main ingredient of smelly jelly, one of the key112. When eaten, the numbness of ten-thousand dentist's injections fills the body, making it impossible to lift another morsel to the mouth. Whole species of insect have become paralyzed this way and died of starvation, but some say the look on the victims' faces wasn't one of hunger, but of bliss at the exquisite taste.	Запретная плоть парамандо-цвета — основа вони-желе, одной из key112. Съешь — и онемение десяти тысяч уколов стоматолога, ко рту уже ничего не поднять. Целые виды насекомых так встали и сдохли с голоду, но на лицах, говорят, была не голодная гримаса, а блажь от вкуса.
Paralacaptain flowers are used to achieve the garish color for which the traditional costumes of the Underworld are famed, although these garments have the unfortunate side-effect of gradually paralyzing the wearer. This has led many to believe that such items are afflicted by a heinous curse, making them hugely popular with witches, sorceresses and other avid followers of underground fashion.	Паракапитан-цветом красят те самые кислотные костюмы Нижнего мира, только ткань постепенно парализует носителя. Многие верят, что это жуткое проклятье — оттого вещи дико в моде у ведьм, колдуний и прочей подземной моды.
Slimemosses evolve into key126 forms to combat starvation. They have high vitality, and make great meat shields to protect from magic. Up to three of them can merge together to form a stronger organism. They can absorb nutrients from up to 3 key127 away, extending their lifespan immeasurably. Once they have absorbed a certain amount of nutrients, they can split to increase their numbers, but their fertility is otherwise quite low.	Слизьмохи эволютят в key126 формы против голода. Живучи, отличные мясощиты от магии. До трёх сливаются в более злого. Сосут пищу с 3 key127, жизнь тянется вечность. Нажрались до порога — делятся, но плодовитость иначе слабая.
All key132 species have high vitality, but move slowly. In the case of nutrient-carriers such as mosses, this can limit the rate of movement of nutrients around the dungeon, making it difficult to develop high-level soil quickly, but it does equip them well for drawn-out battles. In addition, they make great meat shields, and can provide excellent backup for monsters with ranged attacks, all of which makes them extremely valuable to those with sufficient strategic know-how.	Все key132 виды живучи, но тормозные. Для носильщиков пищи вроде мха это тормозит разнос пищи по данжу — жирную почву качать сложно, зато для долгих боёв самое то. Плюс мясощиты и прикрытие дальникам: для тех, кто шарит в стратегии, золото.
Developed to form a so-called "iron curtain" to defend the Underworld against earth-piercing shells fired from above-ground, Giant Slimemandos boast incredible defenses coupled with the awesome offensive power of their little brothers, the Slimemando Mosses.\nTheir low fertility can prove difficult, but as a high-spec, low-nutrient-cost alternative to Lizardmen, they offer some key137.	Выведены как «железный занавес» против снарядов с поверхности. Гига-слиземандо: броня зверь плюс удар младших братьев-слиземандо.\nПлодовитость слабая, но как жирный и дешёвый по пище замен ящерам дают key137.
A rare Slimemoss mutation that occurs only under very specific conditions. They're less stretchy than normal Slimemosses, and have a slightly unpleasant, sticky texture. Their movements are similar to those of regular Slimemosses, but rather than flowers, they metamorphose into fruit-like bodies which then absorb one another to form large key147.	Редкая мутация слизьмоха, только в узких условиях. Менее тягучие, слегка противно липкие. Ходят как обычные, но не в цветы, а в фруктотела, которые жрут друг друга и собираются в большие key147.
Foreign amoebas that make their way into the country by secreting themselves in imported goods. They are distinguished by a sweet, slightly apricot-like scent, and are often used in the making of expensive perfumes, but their slight key152 makes the wearing of these perfumes a little uncomfortable.	Заморские амёбы пролезают в страну в импорте. Сладкий, чуть абрикосовый запах — из них дорогие духи, но лёгкая key152 делает носку этих духов не слишком уютной.
Monster fanciers the Underworld over have long dreamed of finding an amoeba of purest blue, and competition to be the first to key157 one has been fierce. However, the recent discovery that assigning 300 or so Dig Power points to the Foreign Amoeba produces this big bag of blue has finally put an end to this frankly idiotic race. These aquamarine amoebas, with their high attack power, fertility and speed, can now be found in fashionable dungeons the Underworld over.	Фанаты гадов всего Нижнего мира мечтали найти амёбу чистейшей синевы, гонка кто первый key157 была злая. Потом всплыло: кинь ~300 силы копки в заморскую — и вот он, синий мешок. Гонка сдулась. Аквамариновые амёбы (удар, плод, скорость) теперь в модных данжах повсюду.
Demoebas invest all their nutrients in a sludge fund managed by the key162, and the profits fund nutrient distribution programs for when they mature and are unable to move. Unfortunately, after huge amounts of nutrients were key163 unable to pay them back, nutrient futures markets crashed, leaving many amoebas ruined, and the key164 in disgrace. All of which goes to show that key165.	Демоёбы кладут всю пищу в ил-фонд под key162, профит кормит раздачу пищи, когда состарятся и не смогут ползти. Потом кучу пищи key163 и не вернули, фьючерсы на пищу рухнули, амёбы в трубу, key164 в позоре. Мораль: key165.
